date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:11:35	65271/65271	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jul%202021%2005:32:31%20GMT	https://templates.iqonic.design/appino/html/color-video-background/v3/index.html	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/index.html	(from )
13:11:36	236/236	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20May%202022%2007:41:35%20GMT	https://templates.iqonic.design/robots.txt		(from )
13:11:36	10806/10806	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%222a36-5c61d48337f1b%22	https://templates.iqonic.design/appino/html/color-video-background/v3/images/favicon.ico	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/images/favicon.ico	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:36	122231/122231	---M-Z	200	added ('OK')	text/css	etag:%221dd77-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/bootstrap.min.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/bootstrap.min.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:37	4614/4614	---M-Z	200	added ('OK')	text/css	etag:%221206-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/owl-carousel/owl.carousel.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/owl-carousel/owl.carousel.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:37	37414/37414	---M-Z	200	added ('OK')	text/css	etag:%229226-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/font-awesome.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/font-awesome.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:37	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/magnific-popup/magnific-popup.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/magnific-popup/magnific-popup.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:37	23848/23848	---M-Z	200	added ('OK')	text/css	etag:%225d28-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/animate.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/animate.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:38	51284/51284	---M-Z	200	added ('OK')	text/css	etag:%22c854-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/ionicons.min.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/ionicons.min.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
13:11:38	55082/55082	---M-Z	200	added ('OK')	text/css	etag:%22d72a-5c61d4832e2da-gzip%22	https://templates.iqonic.design/appino/html/color-video-background/v3/css/style.css	C:/My%20Web%20Sites/iCan%20Sample%20site/templates.iqonic.design/appino/html/color-video-background/v3/css/style.css	(from https://templates.iqonic.design/appino/html/color-video-background/v3/index.html)
